name,reference
Λου κίου Ἀντωνίου Δομε τείνου Διογένους,"1.171.a.23"
Λουκίου Ἀντωνίου Ἑρμοῦ υἱοῦ Ἑρμοῦ,"13.618.a.9"
Λουκίου Ἀντωνίου Ζωσᾶ,"12.317.2"
Λουκίου Ἀντωνίου Κλαυδίου Διογένους Δομετείνου,"13.156.7"
Λ ου ··· κίου Ἀντωνίου Κλαυδίου Δομετείνου Διογένους,"12.520.2"
Λουκίου Ἀντωνίου Νεικομάχου Βλάστου,"1.175.2"
Λουκιου Ἀντωνίου Φλαβιανοῦ,"12.105.24"
Λ ουκίου Κλαυδίου Διογένου Δομετείνου,"13.206.18"
Λουκίου Τατιανοῦ···,"9.101.1"
Πόπλιος Σήστιος Λευκίου υἱὸς Κολλείνα,"8.27.8"
Διο ··· γένης Λυκίδου_Διο γ ··· ένους,"7.8.12"
Λ ··· υκίδαν Διογένους_Λυκίδου Ζήνωνα,"7.8.5"
Λυκίδου,"7.8.6"
Λυσίας Ἑρμολάου_Λυσίου,"14.2.5"
Λυσίου,"14.2.6"
···νίου Λυσίου,"2.303.1"
Ἀντώνιον Λυσίμαχον,"12.207.12"
Λυσιμάχου_Ἀττάλου_Πυθέου,"5.6.10"
Μ ᾶρκον Φλάβιον Ἀντώνιον Λυσίμαχον,"12.325.2"
Μᾶρκος Φλάβιος Ἀντώνιος Λυσίμαχος,"11.513.1"
Τίτος Ἀντώνιος Ἀδράστου υἱὸς Κυρείνα Λυσίμαχος Γρύπος,"12.207.4"
Φλαβίου Λυσιμάχου,"11.21.1"
Φλαβίου Λυσιμάχου,"12.538.13"
μακεδον···,"11.106.1"
Μακεδόνος_Ἀριστέου_Ἀλεξάνδρου Ἀπολλωνίδου,"12.312.4"
Μακηδόνιος,"15.354.1"
Μαμᾶ,"11.415.i.1"
Μανασῆς,"11.55.b.5"
Μανικιος Ἀττάλου,"11.55.b.48"
Πόπλιον Αἴλιον Σεπτίμιον Μάννον,"6.103.3"
Ἰουνίου Μαξίμου,"8.86.1"
Μάξιμος,"15.356.a.5"
Μαργαρέτης,"10.102.1"
Μαργάρου,"15.208.6"
Μαρδαητου,"8.272.a.1"
Μαρίωνος,"12.413.27"
Μαρίωνος Παπίου,"12.326.16"
Μαρίωνος_Δημητρίου_Ἀντιόχου,"12.21.6"
Οὐλπίῳ Μαρκέλλῳ,"8.35.13"
Ἀπολλωνίου Μαρκιανοῦ,"11.60.9"
Μαρκιαν ···κου,"13.618.b.1"
Μαρκιανὸς,"2.516.a.1"
Ποπλίου Ἰουλίου Γεμινίου Μαρκιανοῦ,"12.921.10"
Τιβέριος Κλαύδιος Μαρκιανὸς,"4.309.12"
Τιβ. Κλ. Ἀπολλώνιον Μαρκιανὸν,"8.83.1"
Λεύκιος Μάρκιος Κηνσωρεῖνος,"8.27.73"
Λεύκιος Μάρκιος Κηνσωρεῖνος,"8.27.83"
Λεύκιος Μάρκιος Κηνωρεῖνος,"8.27.74"
Λεύκιος Μάρκιος Λευκίου υἱὸς Κηνσωρεῖνος,"8.27.15"
Λευκίου Μαρκίου Λευκίου υἱοῦ,"8.27.1"
Γάϊος Μ··· υἱὸς ···μεντείνα,"8.27.7"
μ α ···,"1.181.1"
Μ. Αἴλιον Αὐρήλιον Ἀμμιανοῦ_Παπίου_Παπίου_Μαρίωνος_Δημητρίου_Ἀντιόχου Γλύκωνος,"12.21.4"
Μαρ. Αὐρ. Εὔτυχος,"15.313.2"
Μαρ. Αὐρ. Ζήνωνος_Τούρβωνος_Τροφίμου,"15.313.1"
Μᾶρκον,"5.116.1"
Μᾶρκον,"8.26.11"
Μᾶρκον Ἀντωνιον Ἀπελλᾶν Σεβηρεῖνον,"11.224.11"
Μᾶρκον Ἀντώνιον Ζήνωνα Οὐλπιανόν,"12.708.2"
Μᾶρκον Ἀντώνιον Νεικόμαχον Βλάστον,"12.923.7"
Μᾶρκον Ἀντώνιον Οὐενίδιον Ἀπελλᾶν,"12.645.12"
Μᾶρκον Ἀντώνιον Ποπίλλιον Ἀγελάου ἀρχιερέως υἱὸν Ἀνδρόνεικον Φλαβια νόν,"5.10.i.1"
Μαρκον Αὐρήλιον,"2.310.1"
Μᾶρκον Αὐρήλιον ··· Ἀπολλώνιον γ_Ἀνδρωνος,"11.217.2"
Μᾶρκον Αὐρήλιον Ἀρίστωνα πεντάκι_Ἀρτεμι δώρου Με νίππ ου,"12.534.2"
Μᾶρκον Αὐρήλιον Ἄτταλον Ἀρτεμιδώρου πεντάκις_Μενίππου Ἀττάλου,"15.321.4"
Μᾶρκον Αὐρήλιον Γαιτυλικὸν,"12.912.3"
Μᾶρκον Αὐρήλιον Διογένην,"12.644.2"
Μᾶρκον Αὐρήλιον Διογένην,"12.645.1"
Μᾶρκον Αὐρήλιον Διόδωρον Καλλιμήδην,"13.105.ii.1"
Μᾶρκον Αυρήλιον Ζηνᾶν Ζηνᾶ_Διονυσίου,"1.179.15"
Μᾶρκον Αὐρήλιον Κλαύδιον Κτησίαν Διογᾶ_Ἡλιοδώρου,"12.539.4"
Μᾶρκον Αὐρήλιον ··· ···νον Ἀρτέμωνος_Καλλικλέους ἐπίκλην Κωλώτην,"12.639.1"
Μᾶρκον Αὐρήλιον ···ΟΝ Τειμοκλέους_Ἀγαθόποδος_Ἀρτεμιδώρου,"12.215.1"
Μᾶρκον Αὐρήλιον στατωνον,"12.923.2"
Μᾶρκον Κυιντίλιον Ἀ··· ὑὸν Πωμεντίνᾳ ···ανον Πεδουκαῖον,"11.18.4"
··· Μᾶρ κον Οὐαλέριον Ἐπαφρόδε ··· ιτον,"12.623.4"
Μᾶρκον Οὐινούκιον,"3.101.i.1"
Μ ᾶρκον Φλάβιον Ἀντώνιον Λυσίμαχον,"12.325.1"
Μᾶρκον Φλάβιον Καρμίνιον Ἀθηναγόραν Λειουιανόν,"12.1018.1"
Μᾶρκος,"13.153.i.1"
Μᾶρκος Αἴλιος,"15.281.5"
Μᾶρκος Ἀντώνιος Ἀπελλᾶς Δομετεῖνος,"12.1007.28"
Μᾶρκος Ἀντώνιος Μολοσσὸς,"12.1106.1"
Μᾶρκος Ἀντώνιος Ποπίλλιος Ἀγέλαος,"12.807.2"
Μᾶρκος Αὐρήλιος Ἀντώνιος,"13.305.1"
Μᾶρκος Αὐρήλιος Διογένης γ_Καλλίου_Διογένους_Μενίππου_Ζήνωνος Ὑψικλέους,"15.333.17"
Μᾶρκος Αὐ ρ ήλιος Ἑρμῆς,"14.12.13"
Μᾶρκος Αὐρήλιος Καλ···ς,"11.30.2"
Μᾶρκος Αὐρήλιος Κλάδαιος Φιλήτου_Ἑρμοῦ,"12.631.2"
Μάρκος Αὐρήλιος Κομητις,"2.4.i.1"
Μᾶρκος Αὐρήλιος Μέναν δρος Ἀθηναγόρου_Ἀθηναγόρου τετράκι_Μενάνδρου,"13.151.1"
Μᾶρκος Αὐρήλιος Μενεσθεὺς δ_Ἀπολλωνίου Σκόπας,"8.115.5"
Μᾶρκος Αὐρήλιος Πολυχρόνιος Χαρμίδης,"13.112.1"
Μᾶρκος Ἰούλιος Ἄτταλος ἀπελεύθερος Καίσαρος,"12.305.3"
Μᾶρκος Ἰούλιος Πύρρου,"12.19.11"
Μᾶρκος Οὐαλέριος Μάρκου υἱὸς Λεμωνία Μεσσάλας,"8.27.4"
Μᾶρκος Οὐαλέριος Μάρκου υἱὸς Λεμωνία Μεσσάλας,"8.27.4"
Μᾶρκος Οὔλπιος Ἀππουλήϊος Εὐρυκλῆς,"12.538.2"
Μᾶρκος Οὔλπιος Καρμίνιος Κλαυδιανὸν ὑὸν Καρμινίου Κλαυδιανοῦ,"12.1111.2"
Μᾶρκος Φλάβιος Ἀντώνιος Λυσίμαχος,"11.513.1"
Μᾶ ρ κος Φλάουιος Αὐρήλιος,"1.170.a.1"
Μάρκου,"13.201.i.a.5"
Μάρκου,"15.292.2"
Μάρκου,"15.345.8"
Μάρκου Ἀντωνείνου Ἐπαφροδείτου,"12.326.18"
Μάρκου Ἀντωνίου Ἀγελάου,"12.414.10"
Μάρκου Ἀν τωνίου Ἀπελλᾶ Σεουη ρείνου ἀρχιερέως ὑιοῦ Μάρκου Ἀντωνίου Ὑψικλέ ους,"12.1211.3"
Μάρκου Ἀντωνίου Ἐπινείκου,"12.325.11"
Μάρκου Ἀντωνίου Νεικομάχου Βλάστου,"12.927.14"
Μάρκου Ἀντωνίου Ὑψικλέ ους,"12.1211.6"
Μάρκου Αὐρηλείου Ἀδράστου_Δειομήδους τρὶς_Ἀρτεμειδώρου,"8.904.3"
Μάρκου Αὐρηλίου,"1.178.1"
Μάρκου Αὐρηλίου,"2.705.1"
Μάρ κου Αὐρ ηλίου ···,"11.308.1"
Μάρκου Αὐρηλίου,"15.317.2"
Μάρκου Αὐρηλίου Α···,"15.297.1"
Μάρκου Αὐρηλίου Ἀγαθόποδος,"12.805.5"
Μάρκου Αὐρηλίου Ἀγαθόποδος_Ἀγαθόποδος,"12.805.1"
Μάρκου Αὐρηλίου Ἀθηναγόρου_Εὐδάμου τρὶς_Φίλωνος,"13.203.b.2"
Μάρκου Αὐρηλίου Αἰλίου Ἀντωνίου Βενουσείνου Διογένους_Σολωνος,"5.204.ι.25"
Μάρκου Αὐρηλίου Ἀλεξάνδρου_Ἑκαταίου_Διονυσίου_Ζήνωνος τρὶς_Ἑκαταίου Χάρμου,"13.109.a.1"
Μάρκου Αὐρηλιου Ἀντιόχου_εισα ···,"7.15.2"
Μάρκου Αὐρηλίου Ἀντωνίου Νεικομά χου Βλάστου,"12.928.11"
Μάρκου Αὐρηλίου Ἀπολλωνίου,"13.153.ii.22"
Μάρκου Αὐρηλίου ··· Ἀπολλωνίου_Δημητρίου_Ἀπολλωνίου,"13.134.1"
Μάρκου Αὐρηλίου Ἀπολλωνίου υἱοῦ Τιβερίου Κλαυδίου Μενεσθέως,"13.110.1"
Μάρκου Αὐρηλίου Ἀττικοῦ_Ἀττικοῦ_Ὀφελλίου ··· Χριστου,"13.603.2"
··· Μάρκου Αὐρηλίου Γαιτυλι ··· κοῦ,"1.183.8"
Μάρκου Αὐρηλίου Γλύκωνος,"13.406.5"
Μάρκου Αὐρηλίου Διογένους_Διογένους_Καλλίου,"15.333.3"
Μάρκου Αὐρηλίου Διομήδους_Πρείμου_Νεικηφόρου,"12.32.b.1"
Μάρκου Αὐρηλίου Διονυσίου ου Ἀντιόχου_Σωπόλεως,"12.327.1"
Μάρκου Αὐρηλίου Διονυσίου_Ζήνωνος,"12.805.3"
Μάρκου Αὐρηλίου Ἐπινείκου β_Μουσαίου,"13.201.i.a.1"
Μάρκου Αὐρηλίου Ἑρμογένους_Νάρδου,"13.135.1"
Μάρκου Αὐρηλίου Ζηνᾶ υἱοῦ Ζηνᾶ_Διονυσίου_Απολλωνίου,"1.118.2"
Μάρκου Αὐρηλίου Ζηνοβίου Εἰάσονος ἀρχιε ρέως,"12.417.20"
Μάρκου Αὐρηλίου Ζηνοβίου τετράκις_Ζηνοβίου_Ἀρτεμιδώρου Ἐπαφροδείτου,"12.1020.19"
Μάρκου Αὐρηλίου Ζήνωνος_τοῦ Ζήνωνος_Ὀφελίου Χριστοῦ,"13.602.2"
Μάρκου Αὐρηλίου Ζωτικοῦ_Διονυσ τ ί ου,"13.111.1"
Μάρκου Αὐρηλίου Ἰουλιανοῦ_··· Ἰουλιανοῦ ··· υἱοῦ ··· Τίτο ··· Αὐρη ···,"13.143.i.1"
Μάρκου Αὐρηλίου Κάρπου Περείτου,"13.112.2"
Μάρκου Αὐρηλίου Λεοντ ήου Αὐχενίου,"15.345.4"
Μάρκου Αὐρηλίου Μενάνδρου_Ἀγαπωμενοῦ_Φημιδου,"13.137.1"
Μάρκου Αὐρηλίου Μεσσουληίου,"12.522.1"
Μάρκου Αὐρηλίου Νεικηφόρου,"12.32.b.1"
Μάρκου Αὐρηλίου Παπίου_Μελίτωνος,"13.155.4"
Μάρκου Αὐρηλίου ··· Παπίο υ_Παπίου δ_··· Διογέν ους,"12.925.11"
Μάρκου Αὐρηλίου Παπίου_Παπίου δ´_Διογένους,"12.924.11"
Μάρκου Αὐρηλίου Παπίου_Παπίου δ´_Διογένους,"12.926.11"
Μάρκου Αὐρηλίου Πο···,"15.250.1"
Μάρκου Αὐρηλίου Πολυχρονίου,"11.110.12"
Μάρκου Αὐρηλίου Στατιλίου Ἀπολλωνίου_Ἀπολλωνίου_Μενεσθαιος,"13.130.1"
Μάρκου Αὐρηλίου Στεφάνου,"11.512.2"
Μάρ κου Αὐρηλίου Τατιανοῦ_Παπίου_Μενεσθέως_Δεξίππου_Μενίππου,"13.142.1"
Μάρκου Αὐρηλίου ···_Ἀδράστου_Καλλίππου_Πολυδεύκους,"13.404.2"
Μάρκου Αὐρηλίου Φλαουίου Μενιππιανοῦ Γλαυκίππου,"12.317.21"
Μάρκου Αὐρηλίου Χρησίμου_Ἀπολλωνίου,"12.641.13"
Μάρκου Αὐρηλίου Χρησίμου_Ἀπολλωνίου,"12.642.11"
Μάρκου Γαουίου Σκουίλλα Γαλλικανοῦ,"12.27.iii.13"
Μάρκου Καρμινίου Ἰάσονος_Ἀγαθίνου_Εὐστοχίου,"15.340.4"
Μάρκου Μαρτι···,"8.27.2"
··· Μάρ κου Οὐαλερί ··· ου Ναρκίσσου,"12.623.11"
Μ άρκου Οὐλ πίου Καρ μινίου Κλαυδιανοῦ,"12.1020.5"
Μάρκῳ Αὐρηλίῳ Ζήνωνι,"11.59.a.2"
Μάρκῳ Αὐρηλίῳ Ζήνωνι ···_Καλλικράτους_Ζήλου_Πολυχρονίου,"12.107.4"
Μάρκῳ Αὐρη ··· λίῳ ··· Μεν ίππῳ,"11.59.b.1"
Μάρκων Αὐρηλίων,"11.54.1"
Μάρκων Αὐρηλίων Κλαυδίων Κάστορος,"12.714.1"
Μα ρ κ– Φλαουι– Αὐρηλι–,"1.148.1"
Μ Αὐρ,"11.512.4"
Μ. Αὐρ. Ζωίλου,"15.329.17"
Μ. Αὐρήλιος Ζωΐλος Ζωίλου_Ζήνωνος,"15.329.11"
Μαρσύου,"2.505.3"
Μαρσύου,"8.227.1"
Μαρτίου,"13.125.4"
Μαρῶνος,"15.312.1"
Μασκούλου,"15.18.1"
Με-,"11.45.4"
Ὑψικλῆς Μελ,"11.55.b.41"
Αἰμιλίας Μελτίνης_Ἀλεξάνδρου,"14.4.1"
Αὐρηλίας Μελτίνης_Ἡρακλᾶ,"13.104.1"
Μελτίνης,"13.203.b.5"
Μελτίνης,"13.203.b.6"
Μελίτιον Πυθίωνος,"11.25.1"
Μελιτίου,"11.52.4"
Θεοδώρου_Ἀττίνου Μελίτωνος,"12.609.5"
Μελίτωνα,"12.206.14"
Μελίτων Ἀμαζονίου,"11.55.b.61"
Μελίτωνα Μελίτωνος_Ἀγροίταν,"1.182.a.2"
Μελίτωνα Μελίτωνος_Ἀγροίταν,"1.182.a.2"
Μελίτωνος,"11.41.2"
Μελίτωνος,"13.155.5"
Αὐρηλίαι Μελτίνη,"13.203.b.9"
Αὐρηλία Μελτίνη,"13.104.3"
Αὐρηλία Μελτίνη,"13.112.5"
Αὐρηλία Μελτίνη,"13.150.3"
Αὐρηλία Μελτίνη Διονυσίου_Ἀθηναγόρου_Εὐπολέμου,"13.203.b.3"
Μελτίνη,"13.104.2"
Μελτίνη,"13.132.2"
Μελτίνη,"13.203.b.9"
Μελτίνη,"15.244.4"
Μελτίνη Ἀθηναγόρου,"12.610.3"
Μελτίνη Ἀντιόχου_Ζήνωνος,"13.112.6"
Μελτίνην,"12.412.8"
Μελτινιανὸς,"11.43.2"
Με ··· ν ···,"12.1202.2"
Αὐρηλίας Μενανδρίδος_Μενάνδρου_Μολόσσου_Μολόσσου_Διογένους,"11.29.2"
Μενανδρὶς,"11.29.4"
Μενανδρὶς,"11.29.8"
Αἴλιον Αὐρήλιον Μένανδρον,"12.920.ii.b.3"
Αἴλιος Αὐρήλιος Μένανδρος,"12.920.i.a.9"
Ἀττάλου_Μενάνδρου,"8.3.a.6"
Ἀττάλου υἱοῦ Μενάνδρου,"12.526.20"
Διογένην Μενάνδρου_Διογένους,"15.261.3"
Διογένης Μενάνδρου_Διογένους_Ἀρτεμιδώρου,"4.4.i.1"
Εὐσεβῆι Μενάνδρου_Εὐνίκου,"11.17.3"
Μᾶρκος Αὐρήλιος Μέναν δρος Ἀθηναγόρου_Ἀθηναγόρου τετράκι_Μενάνδρου,"13.151.2"
Μάρκου Αὐρηλίου Μενάνδρου_Ἀγαπωμενοῦ_Φημιδου,"13.137.1"
Μένανδρον,"5.121.2"
Μένανδρος,"4.4.i.1"
Μένανδρος,"11.502.1"
Μένανδρος,"15.364.30"
Μένανδρος Ἀττάλου,"13.503.1"
Μένανδρος Διογένους τ ··· οῦ Ζήνωνος,"12.515.3"
Μένανδρος Μηνοδότου,"12.504.1"
Μένανδρος οἱ Μενάνδρου_Εὐνίκου,"9.1.1"
··· Μενάνδρου,"1.102.2"
Μενάνδρου,"1.102.2"
Μενάνδρου,"1.174.g.1"
Μενάνδρου,"2.505.2"
Μενάνδρου,"3.7.1"
Μενάνδρου,"8.52.4"
Μενάνδρου,"9.1.1"
Μενάνδρου,"9.112.2"
Μενάν δρου,"11.2.8"
Μενάνδρου,"11.38.17"
Μενάνδρου,"11.510.1"
Μενάνδρου,"12.205.i.6"
Μενάνδρου,"12.207.2"
Μενάνδρου,"12.914.6"
Μενάνδρου,"12.920.i.a.56"
Μενάνδρου,"12.1016.14"
Μενάνδρου,"13.127.4"
Μενάνδρου,"13.151.5"
Μενάνδρου,"15.364.3"
Μενάνδρου β_Ἀγαθόποδος Μα···,"13.147.1"
Μενάνδρου δὶς_Κρατέρου,"12.326.22"
Μενάνδρου Πραβρέα,"12.1006.2"
Μενάνδρου_Ἀρτεμιδώρου Κικιννᾶ,"8.38.2.2"
Μενάνδρου_Ἀρτεμιδώρου_Μενάνδρου_Ἀρτεμιδώρου Κικιννᾶ,"8.38.2.2"
Μενάνδρου_Ἀττάλου,"1.7.1"
Μενάνδρ ου_Ἀτ τά λ ο υ,"1.8.1"
Μενάνδρου_Εὐνίκου,"9.1.1"
Μενάνδρου_Ζήνωνος,"11.22.4"
Μενάνδρου_Ζήνωνος,"12.205.i.4"
Μενάνδρου_Ζήνωνος,"12.314.3"
Μενάνδρου_Μενάνδρου_Τελεσφόρου_Πολέμωνος,"12.508.3"
Μενάνδρου_Μολόσσου_Μολόσσου_Διογένους,"11.29.2"
Μενάνδρου_Τελεσφόρου_Πολέμωνος,"12.508.3"
Μενάνδρου τρὶς_Ἀρκαθίου Ἑκάτωνος Κοΐνθου,"11.11.2"
Μενάνδρῳ,"5.108.13"
Μενάνδρῳ,"5.109.11"
Μενάνδρῳ,"9.1.1"
Μενάνδρῳ,"12.920.i.a.37"
Μύωνα Ἀγελάου φύσει δὲ Εὐσέβους Μένανδρον,"12.519.4"
Τιβέριος Κλαύδιος Μαρίωνος υἱὸς Κυρίνᾳ Μένανδρος,"12.413.28"
